image,video_path,title,duration,views,date_posted,title_lower,series,error,days_since_posted,views_int,duration_sec,duration_min
https://i.ytimg.com/vi/HKJFESU7hqE/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAe1mq0t0v7E1IRQvEc_8xV0tTVow,/watch?v=HKJFESU7hqE,Are Boys Smarter Than Girls?,      4:41    ,6.5M ,3 years ago,are boys smarter than girls?,None,True,1095,6500000,241,4.02
,/watch?v=zNLfP-hB4xg,Testing Hangover Cures ft. Mamrie Hart | The LAB,      7:07    ,779K ,3 years ago,testing hangover cures ft. mamrie hart | the lab, The LAB,False,1095,77900000,357,5.95
,/watch?v=DZAMKuXJOcg,You Are Not The Majority,      3:21    ,2.6M ,3 years ago,you are not the majority,None,True,1095,2600000,171,2.85
,/watch?v=6sRJIObMErw,How To 3D Print Yourself! | The LAB,      4:19    ,334K ,3 years ago,how to 3d print yourself! | the lab, The LAB,False,1095,33400000,219,3.65
,/watch?v=1el8BMn1QM0,You Aren't Supposed To Watch This,      2:48    ,1.6M ,3 years ago,you aren't supposed to watch this,None,True,1095,1600000,148,2.47
,/watch?v=o3I0mJ2RfU0,What Happens When You Stop Smoking?,      3:29    ,11M ,3 years ago,what happens when you stop smoking?,None,True,1095,11000000,179,2.98
https://i.ytimg.com/vi/JL4Kqfxg2KU/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLD1EOKsjFqhp-G0IpQBEFwgNcft3A,/watch?v=JL4Kqfxg2KU,What If We Have A Nuclear War?,      5:02    ,4.1M ,3 years ago,what if we have a nuclear war?,None,True,1095,4099999,252,4.2
https://i.ytimg.com/vi/A4C4L0pCFZM/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAmQOYQGmghsDHquClo8XNASxec8Q,/watch?v=A4C4L0pCFZM,Can We Make This Taste Good? Ft. Hannah Hart (The LAB),      5:36    ,561K ,3 years ago,can we make this taste good? ft. hannah hart (the lab),None,True,1095,56100000,286,4.77
https://i.ytimg.com/vi/ckXNabjF9HU/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAL9ik5YBjQVy0uQAkKakddC-aS4w,/watch?v=ckXNabjF9HU,Is Hand Sanitizer Actually Bad For You?,      3:34    ,1M ,3 years ago,is hand sanitizer actually bad for you?,None,True,1095,1000000,184,3.07
https://i.ytimg.com/vi/t2Hl6-jWGcw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLD8A2Z22iNG4W6zvkIDr3BTmNBmGw,/watch?v=t2Hl6-jWGcw,What If You Fell From 356 Meters? (THE LAB),      5:09    ,574K ,3 years ago,what if you fell from 356 meters? (the lab),None,True,1095,57400000,259,4.32
https://i.ytimg.com/vi/vWKqeJxzeBc/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDsJ4hygdQ6fENaH2xXP2WituzT5w,/watch?v=vWKqeJxzeBc,What Actually Happens When You Have An Abortion?,      3:39    ,6M ,3 years ago,what actually happens when you have an abortion?,None,True,1095,6000000,189,3.15
https://i.ytimg.com/vi/NbqTkHNmlvM/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBH5fsXV0kJVfaQdrtsFlcnbD4X0g,/watch?v=NbqTkHNmlvM,This Is Why New Year's SUCKS!,      3:35    ,2.1M ,3 years ago,this is why new year's sucks!,None,True,1095,2100000,185,3.08
https://i.ytimg.com/vi/H6hpJzK5vUo/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDijgDVSG3v1rLdXCjA8xTE93-8zA,/watch?v=H6hpJzK5vUo,Science Christmas Carols ft. Jon Cozart,      3:39    ,1.7M ,3 years ago,science christmas carols ft. jon cozart,None,True,1095,1700000,189,3.15
https://i.ytimg.com/vi/zTeaOTkjut0/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCfDLpzoXvCkYD71V4BNXgYoEjyDg,/watch?v=zTeaOTkjut0,What Happens When You're Drunk AND Stoned At The Same Time?,      2:28    ,9.6M ,3 years ago,what happens when you're drunk and stoned at the same time?,None,True,1095,9600000,128,2.13
https://i.ytimg.com/vi/0NPH_udOOek/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLABWmJKs74qDGAh21PM0FuWW4UNKg,/watch?v=0NPH_udOOek,You Can't See This (MIND TRICKS),      2:55    ,7.9M ,3 years ago,you can't see this (mind tricks),None,True,1095,7900000,155,2.58
https://i.ytimg.com/vi/qH4WUUQ5pOI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB9cO6rjnCML7UIy-GxL3XSPZ1LIQ,/watch?v=qH4WUUQ5pOI,Mitosis vs Meiosis RAP BATTLE!,      3:02    ,2.1M ,3 years ago,mitosis vs meiosis rap battle!,None,True,1095,2100000,152,2.53
https://i.ytimg.com/vi/TGx8rjgdIXk/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCGGRH2knUUW6OtlAFqAAuCfuZVzg,/watch?v=TGx8rjgdIXk,Should You Trust Your Gut Instinct?,      4:26    ,1.6M ,3 years ago,should you trust your gut instinct?,None,True,1095,1600000,226,3.77
https://i.ytimg.com/vi/YPl0naO6GR0/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDMLkgHUpgtulCtceqcn5kbdcYeSA,/watch?v=YPl0naO6GR0,Which Diets Actually Work?,      6:40    ,2.8M ,3 years ago,which diets actually work?,None,True,1095,2800000,340,5.67
https://i.ytimg.com/vi/I16TJUp4SVA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC3dEaUyy0chvsdsjV9j0RF-pP7jA,/watch?v=I16TJUp4SVA,The 71 Most AMAZING Innovations of All Time,      6:42    ,2.1M ,3 years ago,the 71 most amazing innovations of all time,None,True,1095,2100000,342,5.7
https://i.ytimg.com/vi/sfjN15zsPyQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBWAoPWvA_OCbVR53XGlAxrw1yjhg,/watch?v=sfjN15zsPyQ,Introverts vs Extroverts,      4:18    ,3.3M ,3 years ago,introverts vs extroverts,None,True,1095,3300000,218,3.63
https://i.ytimg.com/vi/PwRCZE0-P2I/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAT6kUO4pQ6Xtkzk31R5vyyWipRXw,/watch?v=PwRCZE0-P2I,Is Organic Food Worse For You?,      4:26    ,1.9M ,3 years ago,is organic food worse for you?,None,True,1095,1900000,226,3.77
https://i.ytimg.com/vi/T3Ftj5E90tY/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDMbyGH0yt0wtDCii6Fr8WL0kOw4g,/watch?v=T3Ftj5E90tY,What If You Had A Second Brain?,      4:47    ,1.5M ,3 years ago,what if you had a second brain?,None,True,1095,1500000,247,4.12
https://i.ytimg.com/vi/n7bZbBFYnfo/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDyNs_dRO3a0FqaIrTIvcoWhQ43RA,/watch?v=n7bZbBFYnfo,Should You Stop Wearing Tampons?,      3:57    ,2.9M ,3 years ago,should you stop wearing tampons?,None,True,1095,2900000,207,3.45
https://i.ytimg.com/vi/QJ907Aa7TYE/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDQBi3i3Ph_VRc-_x7hSQ_oPIJXkQ,/watch?v=QJ907Aa7TYE,Are Good Looking People Jerks?,      2:54    ,3.4M ,3 years ago,are good looking people jerks?,None,True,1095,3400000,154,2.57
https://i.ytimg.com/vi/CrRDtZp96jw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB3geh8LuSnnMbEB-vYL7Hdrz5HoQ,/watch?v=CrRDtZp96jw,The End Of The Arctic,      13:39    ,994K ,3 years ago,the end of the arctic,None,True,1095,99400000,689,11.48
https://i.ytimg.com/vi/b6CPsGanO_U/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCwt-OI6n55XTmcii6FdDfoM0jABw,/watch?v=b6CPsGanO_U,What If All The Ice Melted On Earth? ft. Bill Nye,      5:51    ,6.8M ,3 years ago,what if all the ice melted on earth? ft. bill nye,None,True,1095,6800000,301,5.02
https://i.ytimg.com/vi/dE5g0PVejBY/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBKlpnISdUlPMrRkvqyIE3n8N1ffA,/watch?v=dE5g0PVejBY,How Will You Die?,      3:41    ,2.7M ,3 years ago,how will you die?,None,True,1095,2700000,191,3.18
https://i.ytimg.com/vi/cRsJB0taAak/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDe4784A4kj09xE1_E3lB8rGIRHeg,/watch?v=cRsJB0taAak,Your Brain On Ayahuasca: The Hallucinogenic Drug,      3:35    ,3.2M ,3 years ago,your brain on ayahuasca: the hallucinogenic drug,None,True,1095,3200000,185,3.08
https://i.ytimg.com/vi/APkpiO0QQ_k/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBGreS8HmQAZbQHWnp62fQFw_MRYw,/watch?v=APkpiO0QQ_k,How Not To Get Stuck In Traffic,      3:55    ,1.6M ,3 years ago,how not to get stuck in traffic,None,True,1095,1600000,205,3.42
https://i.ytimg.com/vi/7sKp9R5BOEk/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB8DEDDJz8JjLlWvbMgJa62CfTaMA,/watch?v=7sKp9R5BOEk,Where Do Your Texts Go?,      3:44    ,1.5M ,3 years ago,where do your texts go?,None,True,1095,1500000,194,3.23
https://i.ytimg.com/vi/5ioQ8a7o3Mo/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLA6uTEt4qpGDkhU0LjownYiZZSrkg,/watch?v=5ioQ8a7o3Mo,Male vs Female Orgasms - Which Is Better?,      4:00    ,5.6M ,3 years ago,male vs female orgasms - which is better?,None,True,1095,5600000,200,3.33
https://i.ytimg.com/vi/YAawHbPiQfo/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCUjDGcQ39kDgOtRLFjBNonEFtWFQ,/watch?v=YAawHbPiQfo,The Twitter Pizza Equation Explained,      2:01    ,1M ,3 years ago,the twitter pizza equation explained,None,True,1095,1000000,101,1.68
https://i.ytimg.com/vi/IfTpTDIEZXk/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAwKj1YRmE9RiZcUSJtA9C4VKByQw,/watch?v=IfTpTDIEZXk,Pokémon in REAL LIFE?,      2:45    ,1M ,3 years ago,pokémon in real life?,None,True,1095,1000000,145,2.42
https://i.ytimg.com/vi/GG3X4GZ4FHQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDPNoqoE5OUPEzN0g8YxAYzRBoGFQ,/watch?v=GG3X4GZ4FHQ,What Does Your Accent Say About You?,      3:26    ,3.5M ,3 years ago,what does your accent say about you?,None,True,1095,3500000,176,2.93
https://i.ytimg.com/vi/FhZrU6g9seg/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLANtfwLy9r-PCY1MrxZhyfZOpByow,/watch?v=FhZrU6g9seg,Will This Trick Your Brain? (Color TEST),      3:39    ,5.4M ,3 years ago,will this trick your brain? (color test),None,True,1095,5400000,189,3.15
https://i.ytimg.com/vi/e8kHyee1z7w/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDSZ7979wpBbNUuV_Qb-bO5mY2XUg,/watch?v=e8kHyee1z7w,Are You More Forgetful Than A Fish?,      2:59    ,1M ,3 years ago,are you more forgetful than a fish?,None,True,1095,1000000,159,2.65
https://i.ytimg.com/vi/CRV9PsZRUV0/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBB8Th-GSKtm24w7UWGTZID1ysSCw,/watch?v=CRV9PsZRUV0,What If You Hear Voices In Your Head?,      3:38    ,2.6M ,3 years ago,what if you hear voices in your head?,None,True,1095,2600000,188,3.13
https://i.ytimg.com/vi/W6CBb3yX9Zs/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAv_IWM-AN9qbuuwXw6eyjtu4wj7Q,/watch?v=W6CBb3yX9Zs,How Is Your Phone Changing You?,      3:12    ,4.1M ,4 years ago,how is your phone changing you?,None,True,1460,4099999,162,2.7
https://i.ytimg.com/vi/vgTQD-v27QI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCsuFF7BTZgsvcf0TAjwWsiOTWn0A,/watch?v=vgTQD-v27QI,Does Having A “Wingman” Actually Help You Get A Date?,      3:10    ,1.1M ,4 years ago,does having a “wingman” actually help you get a date?,None,True,1460,1100000,160,2.67
https://i.ytimg.com/vi/nlSotsjZVww/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDSOt_0WqBqFuE_J4PqhjZscrU8pg,/watch?v=nlSotsjZVww,Is Makeup Bad For You?,      3:03    ,2.9M ,4 years ago,is makeup bad for you?,None,True,1460,2900000,153,2.55
https://i.ytimg.com/vi/V4RZJSeT2sk/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDdVnNx86_PrbPWFugAj8Miz_02zA,/watch?v=V4RZJSeT2sk,7 Tips To Wake Up Without Coffee,      3:08    ,1.8M ,4 years ago,7 tips to wake up without coffee,None,True,1460,1800000,158,2.63
https://i.ytimg.com/vi/dkyvlS9k4k4/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAFTxVN637VgOOh_Z3Yy9tzYFF0RQ,/watch?v=dkyvlS9k4k4,Brand Name vs. Generic,      3:30    ,3.9M ,4 years ago,brand name vs. generic,None,True,1460,3900000,180,3.0
https://i.ytimg.com/vi/p2OCDAHklQI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCxcsA7eqQ5jDFPGFyi--N52Tn8dA,/watch?v=p2OCDAHklQI,Could You Outrun A Fart?,      3:26    ,1.2M ,4 years ago,could you outrun a fart?,None,True,1460,1200000,176,2.93
https://i.ytimg.com/vi/n2EVEYmeSqg/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB7Rro9hMc7IE1xJ2LRlnVz2xQ1iQ,/watch?v=n2EVEYmeSqg,Is ADHD An Advantage?,      3:29    ,2M ,4 years ago,is adhd an advantage?,None,True,1460,2000000,179,2.98
https://i.ytimg.com/vi/ANUoAdXfA60/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBX9TXi5WwbUS0-cEmBvLTaSsSPeA,/watch?v=ANUoAdXfA60,What If The World Went Vegetarian?,      3:47    ,6.7M ,4 years ago,what if the world went vegetarian?,None,True,1460,6700000,197,3.28
https://i.ytimg.com/vi/46LU6AxB1go/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCALSu07r-zxt2m1ijBm2v16vPssA,/watch?v=46LU6AxB1go,Should You Shave Your Pubes?,      2:47    ,10M ,4 years ago,should you shave your pubes?,None,True,1460,10000000,147,2.45
https://i.ytimg.com/vi/MDHL4mMUCPk/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCcOlNwvzWYqIjGSvXlfTveIo-5Ew,/watch?v=MDHL4mMUCPk,Can You Actually Eat A Bus?,      3:42    ,1.4M ,4 years ago,can you actually eat a bus?,None,True,1460,1400000,192,3.2
https://i.ytimg.com/vi/55j-nVwHa_c/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAKsAkrmEp5uF2BQ4ss0422baug5A,/watch?v=55j-nVwHa_c,What Happens When You Die?,      3:12    ,5.6M ,4 years ago,what happens when you die?,None,True,1460,5600000,162,2.7
https://i.ytimg.com/vi/CGvx4gl3D7w/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDOpGcnrTfbTAPw8bZxyZZtYN2Qcw,/watch?v=CGvx4gl3D7w,Is There A Pimple Cure?,      3:39    ,7.4M ,4 years ago,is there a pimple cure?,None,True,1460,7400000,189,3.15
https://i.ytimg.com/vi/du8siPJ1ZKo/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDXZkP_k00aeVHz6uzGVo_0txE8QQ,/watch?v=du8siPJ1ZKo,Why Are Teens So Moody?,      3:58    ,4.3M ,4 years ago,why are teens so moody?,None,True,1460,4300000,208,3.47
https://i.ytimg.com/vi/ztiHRiFXtoc/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBC2cUwL8guDDJUzc2761XYDSEI6w,/watch?v=ztiHRiFXtoc,Exercise vs Diet,      2:28    ,3.1M ,4 years ago,exercise vs diet,None,True,1460,3100000,128,2.13
https://i.ytimg.com/vi/Y52e551lU50/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDh39lzBJHMgCgeCK3SjfFaYaweDQ,/watch?v=Y52e551lU50,What If You Only Drank Soda?,      3:11    ,5.2M ,4 years ago,what if you only drank soda?,None,True,1460,5200000,161,2.68
https://i.ytimg.com/vi/6Zxy_dScjsM/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDz5KyllywP95JS4OJM6LmugrcDGA,/watch?v=6Zxy_dScjsM,The Science of Internet Trolls,      2:57    ,1.4M ,4 years ago,the science of internet trolls,None,True,1460,1400000,157,2.62
https://i.ytimg.com/vi/pZT-FZqfxZA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCo3_HpogyprgLw85F3zo1Bx9zd5w,/watch?v=pZT-FZqfxZA,The Science Of Motivation,      3:59    ,3.1M ,4 years ago,the science of motivation,None,True,1460,3100000,209,3.48
https://i.ytimg.com/vi/Tvne48F0Eqw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB9auwdxX5kKOroDICUxLXFqgMomQ,/watch?v=Tvne48F0Eqw,36 Questions That Make Strangers Fall In Love (The LAB),      5:51    ,7.5M ,4 years ago,36 questions that make strangers fall in love (the lab),None,True,1460,7500000,301,5.02
https://i.ytimg.com/vi/bYkY4Yig3Gk/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLApxqr3b_6zmuWtd32S4D9HWc3Wyg,/watch?v=bYkY4Yig3Gk,The Science of Boobs,      3:52    ,9.7M ,4 years ago,the science of boobs,None,True,1460,9700000,202,3.37
https://i.ytimg.com/vi/LTXTeAt2mpg/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAdn46xgTRW3KIfQ4xmgnWPn_7xRg,/watch?v=LTXTeAt2mpg,SCIENCE WARS - Acapella Parody,      3:38    ,15M ,4 years ago,science wars - acapella parody,None,True,1460,15000000,188,3.13
https://i.ytimg.com/vi/cAXHC6ShJ-s/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDO4OJSdDHOBz5YpmezOgx88chDfQ,/watch?v=cAXHC6ShJ-s,How Will You Look At 72? (The LAB),      7:14    ,764K ,4 years ago,how will you look at 72? (the lab),None,True,1460,76400000,364,6.07
https://i.ytimg.com/vi/FDVNdn0CvKI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAV_QHacXy3EbnIxwr-D551NCH8bg,/watch?v=FDVNdn0CvKI,The Science of HIV/AIDS,      3:43    ,1.9M ,4 years ago,the science of hiv/aids,None,True,1460,1900000,193,3.22
https://i.ytimg.com/vi/rjmsWFUNzBw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBy35hVdk0ToVQMOXT-pzetB_U7QQ,/watch?v=rjmsWFUNzBw,Your Brain On Illusions (The LAB),      9:45    ,1.6M ,4 years ago,your brain on illusions (the lab),None,True,1460,1600000,495,8.25
https://i.ytimg.com/vi/mq9PAguP86o/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBeOKlm6wJJuRkoucjrayjRsw66gA,/watch?v=mq9PAguP86o,Will This Hypnotize You?,      3:48    ,5.6M ,4 years ago,will this hypnotize you?,None,True,1460,5600000,198,3.3
,/watch?v=LvpwYLeuP6g,Can You Trick A Breathalyzer? (The LAB),      10:56    ,1.3M ,4 years ago,can you trick a breathalyzer? (the lab),None,True,1460,1300000,556,9.27
,/watch?v=tozEuziqdpg,Why Your Body Is AMAZING!,      3:09    ,6.2M ,4 years ago,why your body is amazing!,None,True,1460,6200000,159,2.65
,/watch?v=3CfbEEulUjM,Drinking Our Own Pee! (The LAB),      11:20    ,972K ,4 years ago,drinking our own pee! (the lab),None,True,1460,97200000,570,9.5
,/watch?v=VgVQKCcfwnU,The Periodic Table Song,      2:54    ,21M ,4 years ago,the periodic table song,None,True,1460,21000000,154,2.57
,/watch?v=mqQf4Sg1g9w,The Science of Cheating,      2:53    ,7.2M ,4 years ago,the science of cheating,None,True,1460,7200000,153,2.55
https://i.ytimg.com/vi/s4XQo4txlk0/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDAD4A_VDiAL5Tx-8kBmjJv16DYOA,/watch?v=s4XQo4txlk0,How Much Pain Can You Handle? (The LAB),      10:17    ,2.2M ,4 years ago,how much pain can you handle? (the lab),None,True,1460,2200000,517,8.62
https://i.ytimg.com/vi/Cs1uud8HiCQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCBh3WDdtbukjkGMXliiEyVBr5CFg,/watch?v=Cs1uud8HiCQ,Humans In 1000 Years,      4:06    ,8.7M ,4 years ago,humans in 1000 years,None,True,1460,8700000,206,3.43
https://i.ytimg.com/vi/8e1XX-ngJcc/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCA3uN5chE-4iYLaaSotA8wMBF_qg,/watch?v=8e1XX-ngJcc,The War on Science,      5:28    ,2M ,4 years ago,the war on science,None,True,1460,2000000,278,4.63
https://i.ytimg.com/vi/9n2tmNWn1ec/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDA_wAnG-LibkM0NB1kiJWJ-idC8w,/watch?v=9n2tmNWn1ec,Is This Glass Half Empty?,      3:20    ,1.8M ,4 years ago,is this glass half empty?,None,True,1460,1800000,170,2.83
https://i.ytimg.com/vi/Ow1-uj0ToVY/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBVRB9tnA174P5oSUvQhaY-YcOvzw,/watch?v=Ow1-uj0ToVY,Does Your School Matter?,      3:27    ,4.6M ,4 years ago,does your school matter?,None,True,1460,4600000,177,2.95
